,Exposure Type,Readout Mode,Filter,Band,Channel,Detector,SubArray
803,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,MASK1140
804,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,MASK1550
805,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,MASKLYOT
806,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,FULL
807,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,SLITLESSPRISM
808,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,MASK1065
809,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,MASK1140
810,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,MASK1550
811,MIR_TACQ,FASTGRPAVG8,F1500W,,,MIRIMAGE,MASKLYOT
812,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,FULL
813,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,SLITLESSPRISM
814,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,MASK1065
815,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,MASK1140
816,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,MASK1550
817,MIR_TACQ,FASTGRPAVG8,FND,,,MIRIMAGE,MASKLYOT
818,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,FULL
819,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,SLITLESSPRISM
820,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,MASK1065
821,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,MASK1140
822,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,MASK1550
823,MIR_TACQ,FASTGRPAVG16,F560W,,,MIRIMAGE,MASKLYOT
824,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,FULL
825,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,SLITLESSPRISM
826,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,MASK1065
827,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,MASK1140
828,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,MASK1550
829,MIR_TACQ,FASTGRPAVG16,F1000W,,,MIRIMAGE,MASKLYOT
830,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,FULL
831,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,SLITLESSPRISM
832,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,MASK1065
833,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,MASK1140
834,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,MASK1550
835,MIR_TACQ,FASTGRPAVG16,F1500W,,,MIRIMAGE,MASKLYOT
836,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,FULL
837,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,SLITLESSPRISM
838,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,MASK1065
839,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,MASK1140
840,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,MASK1550
841,MIR_TACQ,FASTGRPAVG16,FND,,,MIRIMAGE,MASKLYOT
842,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,FULL
843,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,SLITLESSPRISM
844,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,MASK1065
845,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,MASK1140
846,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,MASK1550
847,MIR_TACQ,FASTGRPAVG32,F560W,,,MIRIMAGE,MASKLYOT
848,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,FULL
849,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,SLITLESSPRISM
850,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,MASK1065
851,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,MASK1140
852,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,MASK1550
853,MIR_TACQ,FASTGRPAVG32,F1000W,,,MIRIMAGE,MASKLYOT
854,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,FULL
855,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,SLITLESSPRISM
856,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,MASK1065
857,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,MASK1140
858,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,MASK1550
859,MIR_TACQ,FASTGRPAVG32,F1500W,,,MIRIMAGE,MASKLYOT
860,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,FULL
861,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,SLITLESSPRISM
862,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,MASK1065
863,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,MASK1140
864,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,MASK1550
865,MIR_TACQ,FASTGRPAVG32,FND,,,MIRIMAGE,MASKLYOT
866,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,FULL
867,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,SLITLESSPRISM
868,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,MASK1065
869,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,MASK1140
870,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,MASK1550
871,MIR_TACQ,FASTGRPAVG64,F560W,,,MIRIMAGE,MASKLYOT
872,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,FULL
873,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,SLITLESSPRISM
874,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,MASK1065
875,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,MASK1140
876,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,MASK1550
877,MIR_TACQ,FASTGRPAVG64,F1000W,,,MIRIMAGE,MASKLYOT
878,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,FULL
879,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,SLITLESSPRISM
880,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,MASK1065
881,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,MASK1140
882,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,MASK1550
883,MIR_TACQ,FASTGRPAVG64,F1500W,,,MIRIMAGE,MASKLYOT
884,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,FULL
885,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,SLITLESSPRISM
886,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,MASK1065
887,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,MASK1140
888,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,MASK1550
889,MIR_TACQ,FASTGRPAVG64,FND,,,MIRIMAGE,MASKLYOT
890,MIR_TACONFIRM,FAST,F560W,,,MIRIMAGE,FULL
891,MIR_TACONFIRM,FAST,F560W,,,MIRIMAGE,SLITLESSPRISM
892,MIR_TACONFIRM,FAST,F1000W,,,MIRIMAGE,FULL
893,MIR_TACONFIRM,FAST,F1000W,,,MIRIMAGE,SLITLESSPRISM
894,MIR_TACONFIRM,FAST,F1500W,,,MIRIMAGE,FULL
895,MIR_TACONFIRM,FAST,F1500W,,,MIRIMAGE,SLITLESSPRISM
896,MIR_TACONFIRM,FAST,FND,,,MIRIMAGE,FULL
897,MIR_TACONFIRM,FAST,FND,,,MIRIMAGE,SLITLESSPRISM
898,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,FULL
899,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,BRIGHTSKY
900,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,SUB256
901,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,SUB128
902,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,SUB64
903,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,SLITLESSPRISM
904,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,MASK1065
905,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,MASK1140
906,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,MASK1550
907,MIR_DARKIMG,FAST,FND,,,MIRIMAGE,MASKLYOT
908,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,FULL
909,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,BRIGHTSKY
910,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,SUB256
911,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,SUB128
912,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,SUB64
913,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,SLITLESSPRISM
914,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,MASK1065
915,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,MASK1140
916,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,MASK1550
917,MIR_DARKIMG,SLOW,FND,,,MIRIMAGE,MASKLYOT
918,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,FULL
919,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,BRIGHTSKY
920,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,SUB256
921,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,SUB128
922,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,SUB64
923,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,SLITLESSPRISM
924,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,MASK1065
925,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,MASK1140
926,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,MASK1550
927,MIR_DARKIMG,FASTGRPAVG,FND,,,MIRIMAGE,MASKLYOT
928,MIR_DARKMRS,FAST,FND,,,MIRIFUSHORT,FULL
929,MIR_DARKMRS,FAST,FND,,,MIRIFULONG,FULL
930,MIR_DARKMRS,SLOW,FND,,,MIRIFUSHORT,FULL
931,MIR_DARKMRS,SLOW,FND,,,MIRIFULONG,FULL
932,MIR_DARKMRS,FASTGRPAVG,FND,,,MIRIFUSHORT,FULL
933,MIR_DARKMRS,FASTGRPAVG,FND,,,MIRIFULONG,FULL
