,Exposure Type,Readout Mode,Filter,Band,Channel,Detector,SubArray
478,MIR_FLATIMAGE-EXT,FAST,F1500W,,,MIRIMAGE,MASKLYOT
479,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,FULL
480,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,BRIGHTSKY
481,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,SUB256
482,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,SUB128
483,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,SUB64
484,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,SLITLESSPRISM
485,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,MASK1065
486,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,MASK1140
487,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,MASK1550
488,MIR_FLATIMAGE-EXT,FAST,F1800W,,,MIRIMAGE,MASKLYOT
489,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,FULL
490,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,BRIGHTSKY
491,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,SUB256
492,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,SUB128
493,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,SUB64
494,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,SLITLESSPRISM
495,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,MASK1065
496,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,MASK1140
497,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,MASK1550
498,MIR_FLATIMAGE-EXT,FAST,F2100W,,,MIRIMAGE,MASKLYOT
499,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,FULL
500,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,BRIGHTSKY
501,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,SUB256
502,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,SUB128
503,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,SUB64
504,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,SLITLESSPRISM
505,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,MASK1065
506,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,MASK1140
507,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,MASK1550
508,MIR_FLATIMAGE-EXT,FAST,F2550W,,,MIRIMAGE,MASKLYOT
509,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,FULL
510,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,BRIGHTSKY
511,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,SUB256
512,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,SUB128
513,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,SUB64
514,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,SLITLESSPRISM
515,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,MASK1065
516,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,MASK1140
517,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,MASK1550
518,MIR_FLATIMAGE-EXT,FAST,F2550WR,,,MIRIMAGE,MASKLYOT
519,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,FULL
520,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,BRIGHTSKY
521,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,SUB256
522,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,SUB128
523,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,SUB64
524,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,SLITLESSPRISM
525,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,MASK1065
526,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,MASK1140
527,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,MASK1550
528,MIR_FLATIMAGE-EXT,FAST,FLENS,,,MIRIMAGE,MASKLYOT
529,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,FULL
530,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,BRIGHTSKY
531,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,SUB256
532,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,SUB128
533,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,SUB64
534,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,SLITLESSPRISM
535,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,MASK1065
536,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,MASK1140
537,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,MASK1550
538,MIR_FLATIMAGE-EXT,FAST,OPAQUE,,,MIRIMAGE,MASKLYOT
539,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,FULL
540,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,BRIGHTSKY
541,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,SUB256
542,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,SUB128
543,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,SUB64
544,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,SLITLESSPRISM
545,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,MASK1065
546,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,MASK1140
547,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,MASK1550
548,MIR_FLATIMAGE-EXT,FAST,FND,,,MIRIMAGE,MASKLYOT
549,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,FULL
550,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,BRIGHTSKY
551,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,SUB256
552,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,SUB128
553,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,SUB64
554,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,SLITLESSPRISM
555,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,MASK1065
556,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,MASK1140
557,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,MASK1550
558,MIR_FLATIMAGE-EXT,FAST,F1065C,,,MIRIMAGE,MASKLYOT
559,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,FULL
560,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,BRIGHTSKY
561,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,SUB256
562,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,SUB128
563,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,SUB64
564,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,SLITLESSPRISM
565,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,MASK1065
566,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,MASK1140
567,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,MASK1550
568,MIR_FLATIMAGE-EXT,FAST,F1140C,,,MIRIMAGE,MASKLYOT
569,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,FULL
570,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,BRIGHTSKY
571,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,SUB256
572,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,SUB128
573,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,SUB64
574,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,SLITLESSPRISM
575,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,MASK1065
576,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,MASK1140
577,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,MASK1550
578,MIR_FLATIMAGE-EXT,FAST,F1550C,,,MIRIMAGE,MASKLYOT
579,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,FULL
580,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,BRIGHTSKY
581,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,SUB256
582,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,SUB128
583,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,SUB64
584,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,SLITLESSPRISM
585,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,MASK1065
586,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,MASK1140
587,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,MASK1550
588,MIR_FLATIMAGE-EXT,FAST,F2300C,,,MIRIMAGE,MASKLYOT
589,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,FULL
590,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,BRIGHTSKY
591,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,SUB256
592,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,SUB128
593,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,SUB64
594,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,SLITLESSPRISM
595,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,MASK1065
596,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,MASK1140
597,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,MASK1550
598,MIR_FLATIMAGE-EXT,FAST,P750L,,,MIRIMAGE,MASKLYOT
599,MIR_FLATIMAGE-EXT,SLOW,F560W,,,MIRIMAGE,FULL
600,MIR_FLATIMAGE-EXT,SLOW,F770W,,,MIRIMAGE,FULL
601,MIR_FLATIMAGE-EXT,SLOW,F1000W,,,MIRIMAGE,FULL
602,MIR_FLATIMAGE-EXT,SLOW,F1130W,,,MIRIMAGE,FULL
603,MIR_FLATIMAGE-EXT,SLOW,F1280W,,,MIRIMAGE,FULL
604,MIR_FLATIMAGE-EXT,SLOW,F1500W,,,MIRIMAGE,FULL
605,MIR_FLATIMAGE-EXT,SLOW,F1800W,,,MIRIMAGE,FULL
606,MIR_FLATIMAGE-EXT,SLOW,F2100W,,,MIRIMAGE,FULL
607,MIR_FLATIMAGE-EXT,SLOW,F2550W,,,MIRIMAGE,FULL
608,MIR_FLATIMAGE-EXT,SLOW,F2550WR,,,MIRIMAGE,FULL
609,MIR_FLATIMAGE-EXT,SLOW,FLENS,,,MIRIMAGE,FULL
610,MIR_FLATIMAGE-EXT,SLOW,OPAQUE,,,MIRIMAGE,FULL
611,MIR_FLATIMAGE-EXT,SLOW,FND,,,MIRIMAGE,FULL
612,MIR_FLATIMAGE-EXT,SLOW,F1065C,,,MIRIMAGE,FULL
613,MIR_FLATIMAGE-EXT,SLOW,F1140C,,,MIRIMAGE,FULL
614,MIR_FLATIMAGE-EXT,SLOW,F1550C,,,MIRIMAGE,FULL
615,MIR_FLATIMAGE-EXT,SLOW,F2300C,,,MIRIMAGE,FULL
616,MIR_FLATIMAGE-EXT,SLOW,P750L,,,MIRIMAGE,FULL
617,MIR_LRS-FIXEDSLIT,FAST,P750L,,,MIRIMAGE,FULL
618,MIR_LRS-FIXEDSLIT,SLOW,P750L,,,MIRIMAGE,FULL
619,MIR_LRS-FIXEDSLIT,FASTGRPAVG,P750L,,,MIRIMAGE,FULL
620,MIR_LRS-SLITLESS,FAST,P750L,,,MIRIMAGE,SLITLESSPRISM
621,MIR_LRS-SLITLESS,FASTGRPAVG,P750L,,,MIRIMAGE,SLITLESSPRISM
622,MIR_MRS,FAST,,SHORT,12,MIRIFUSHORT,FULL
623,MIR_MRS,FAST,,SHORT,34,MIRIFULONG,FULL
624,MIR_MRS,FAST,,SHORT-MEDIUM,12,MIRIFUSHORT,FULL
625,MIR_MRS,FAST,,SHORT-MEDIUM,34,MIRIFULONG,FULL
626,MIR_MRS,FAST,,SHORT-LONG,12,MIRIFUSHORT,FULL
627,MIR_MRS,FAST,,SHORT-LONG,34,MIRIFULONG,FULL
628,MIR_MRS,FAST,,MEDIUM-SHORT,12,MIRIFUSHORT,FULL
629,MIR_MRS,FAST,,MEDIUM-SHORT,34,MIRIFULONG,FULL
630,MIR_MRS,FAST,,MEDIUM,12,MIRIFUSHORT,FULL
631,MIR_MRS,FAST,,MEDIUM,34,MIRIFULONG,FULL
632,MIR_MRS,FAST,,MEDIUM-LONG,12,MIRIFUSHORT,FULL
633,MIR_MRS,FAST,,MEDIUM-LONG,34,MIRIFULONG,FULL
634,MIR_MRS,FAST,,LONG-SHORT,12,MIRIFUSHORT,FULL
635,MIR_MRS,FAST,,LONG-SHORT,34,MIRIFULONG,FULL
636,MIR_MRS,FAST,,LONG-MEDIUM,12,MIRIFUSHORT,FULL
637,MIR_MRS,FAST,,LONG-MEDIUM,34,MIRIFULONG,FULL
638,MIR_MRS,FAST,,LONG,12,MIRIFUSHORT,FULL
639,MIR_MRS,FAST,,LONG,34,MIRIFULONG,FULL
640,MIR_MRS,SLOW,,SHORT,12,MIRIFUSHORT,FULL
641,MIR_MRS,SLOW,,SHORT,34,MIRIFULONG,FULL
642,MIR_MRS,SLOW,,SHORT-MEDIUM,12,MIRIFUSHORT,FULL
643,MIR_MRS,SLOW,,SHORT-MEDIUM,34,MIRIFULONG,FULL
644,MIR_MRS,SLOW,,SHORT-LONG,12,MIRIFUSHORT,FULL
645,MIR_MRS,SLOW,,SHORT-LONG,34,MIRIFULONG,FULL
646,MIR_MRS,SLOW,,MEDIUM-SHORT,12,MIRIFUSHORT,FULL
647,MIR_MRS,SLOW,,MEDIUM-SHORT,34,MIRIFULONG,FULL
648,MIR_MRS,SLOW,,MEDIUM,12,MIRIFUSHORT,FULL
649,MIR_MRS,SLOW,,MEDIUM,34,MIRIFULONG,FULL
650,MIR_MRS,SLOW,,MEDIUM-LONG,12,MIRIFUSHORT,FULL
651,MIR_MRS,SLOW,,MEDIUM-LONG,34,MIRIFULONG,FULL
652,MIR_MRS,SLOW,,LONG-SHORT,12,MIRIFUSHORT,FULL
653,MIR_MRS,SLOW,,LONG-SHORT,34,MIRIFULONG,FULL
654,MIR_MRS,SLOW,,LONG-MEDIUM,12,MIRIFUSHORT,FULL
655,MIR_MRS,SLOW,,LONG-MEDIUM,34,MIRIFULONG,FULL
656,MIR_MRS,SLOW,,LONG,12,MIRIFUSHORT,FULL
657,MIR_MRS,SLOW,,LONG,34,MIRIFULONG,FULL
658,MIR_MRS,FASTGRPAVG,,SHORT,12,MIRIFUSHORT,FULL
659,MIR_MRS,FASTGRPAVG,,SHORT,34,MIRIFULONG,FULL
660,MIR_MRS,FASTGRPAVG,,SHORT-MEDIUM,12,MIRIFUSHORT,FULL
661,MIR_MRS,FASTGRPAVG,,SHORT-MEDIUM,34,MIRIFULONG,FULL
662,MIR_MRS,FASTGRPAVG,,SHORT-LONG,12,MIRIFUSHORT,FULL
663,MIR_MRS,FASTGRPAVG,,SHORT-LONG,34,MIRIFULONG,FULL
664,MIR_MRS,FASTGRPAVG,,MEDIUM-SHORT,12,MIRIFUSHORT,FULL
665,MIR_MRS,FASTGRPAVG,,MEDIUM-SHORT,34,MIRIFULONG,FULL
666,MIR_MRS,FASTGRPAVG,,MEDIUM,12,MIRIFUSHORT,FULL
667,MIR_MRS,FASTGRPAVG,,MEDIUM,34,MIRIFULONG,FULL
668,MIR_MRS,FASTGRPAVG,,MEDIUM-LONG,12,MIRIFUSHORT,FULL
669,MIR_MRS,FASTGRPAVG,,MEDIUM-LONG,34,MIRIFULONG,FULL
670,MIR_MRS,FASTGRPAVG,,LONG-SHORT,12,MIRIFUSHORT,FULL
671,MIR_MRS,FASTGRPAVG,,LONG-SHORT,34,MIRIFULONG,FULL
672,MIR_MRS,FASTGRPAVG,,LONG-MEDIUM,12,MIRIFUSHORT,FULL
673,MIR_MRS,FASTGRPAVG,,LONG-MEDIUM,34,MIRIFULONG,FULL
674,MIR_MRS,FASTGRPAVG,,LONG,12,MIRIFUSHORT,FULL
675,MIR_MRS,FASTGRPAVG,,LONG,34,MIRIFULONG,FULL
676,MIR_MRS,FAST,,SHORT,12,MIRIFUSHORT,FULL
677,MIR_MRS,FAST,,SHORT,34,MIRIFULONG,FULL
678,MIR_MRS,FAST,,SHORT-MEDIUM,12,MIRIFUSHORT,FULL
679,MIR_MRS,FAST,,SHORT-MEDIUM,34,MIRIFULONG,FULL
680,MIR_MRS,FAST,,SHORT-LONG,12,MIRIFUSHORT,FULL
681,MIR_MRS,FAST,,SHORT-LONG,34,MIRIFULONG,FULL
682,MIR_MRS,FAST,,MEDIUM-SHORT,12,MIRIFUSHORT,FULL
683,MIR_MRS,FAST,,MEDIUM-SHORT,34,MIRIFULONG,FULL
684,MIR_MRS,FAST,,MEDIUM,12,MIRIFUSHORT,FULL
685,MIR_MRS,FAST,,MEDIUM,34,MIRIFULONG,FULL
686,MIR_MRS,FAST,,MEDIUM-LONG,12,MIRIFUSHORT,FULL
687,MIR_MRS,FAST,,MEDIUM-LONG,34,MIRIFULONG,FULL
688,MIR_MRS,FAST,,LONG-SHORT,12,MIRIFUSHORT,FULL
689,MIR_MRS,FAST,,LONG-SHORT,34,MIRIFULONG,FULL
690,MIR_MRS,FAST,,LONG-MEDIUM,12,MIRIFUSHORT,FULL
691,MIR_MRS,FAST,,LONG-MEDIUM,34,MIRIFULONG,FULL
692,MIR_MRS,FAST,,LONG,12,MIRIFUSHORT,FULL
693,MIR_MRS,FAST,,LONG,34,MIRIFULONG,FULL
694,MIR_MRS,SLOW,,SHORT,12,MIRIFUSHORT,FULL
695,MIR_MRS,SLOW,,SHORT,34,MIRIFULONG,FULL
696,MIR_MRS,SLOW,,SHORT-MEDIUM,12,MIRIFUSHORT,FULL
697,MIR_MRS,SLOW,,SHORT-MEDIUM,34,MIRIFULONG,FULL
698,MIR_MRS,SLOW,,SHORT-LONG,12,MIRIFUSHORT,FULL
699,MIR_MRS,SLOW,,SHORT-LONG,34,MIRIFULONG,FULL
700,MIR_MRS,SLOW,,MEDIUM-SHORT,12,MIRIFUSHORT,FULL
701,MIR_MRS,SLOW,,MEDIUM-SHORT,34,MIRIFULONG,FULL
702,MIR_MRS,SLOW,,MEDIUM,12,MIRIFUSHORT,FULL
703,MIR_MRS,SLOW,,MEDIUM,34,MIRIFULONG,FULL
704,MIR_MRS,SLOW,,MEDIUM-LONG,12,MIRIFUSHORT,FULL
705,MIR_MRS,SLOW,,MEDIUM-LONG,34,MIRIFULONG,FULL
706,MIR_MRS,SLOW,,LONG-SHORT,12,MIRIFUSHORT,FULL
707,MIR_MRS,SLOW,,LONG-SHORT,34,MIRIFULONG,FULL
708,MIR_MRS,SLOW,,LONG-MEDIUM,12,MIRIFUSHORT,FULL
709,MIR_MRS,SLOW,,LONG-MEDIUM,34,MIRIFULONG,FULL
710,MIR_MRS,SLOW,,LONG,12,MIRIFUSHORT,FULL
711,MIR_MRS,SLOW,,LONG,34,MIRIFULONG,FULL
712,MIR_CORONCAL,FAST,F560W,,,MIRIMAGE,MASK1065
713,MIR_CORONCAL,FAST,F1000W,,,MIRIMAGE,MASK1065
714,MIR_CORONCAL,FAST,F1500W,,,MIRIMAGE,MASK1065
715,MIR_CORONCAL,FAST,FND,,,MIRIMAGE,MASK1065
716,MIR_CORONCAL,FAST,F1065C,,,MIRIMAGE,MASK1065
717,MIR_CORONCAL,FAST,F560W,,,MIRIMAGE,MASK1140
718,MIR_CORONCAL,FAST,F1000W,,,MIRIMAGE,MASK1140
719,MIR_CORONCAL,FAST,F1500W,,,MIRIMAGE,MASK1140
720,MIR_CORONCAL,FAST,FND,,,MIRIMAGE,MASK1140
721,MIR_CORONCAL,FAST,F1065C,,,MIRIMAGE,MASK1140
722,MIR_CORONCAL,FAST,F1140C,,,MIRIMAGE,MASK1140
723,MIR_CORONCAL,FAST,F560W,,,MIRIMAGE,MASK1550
724,MIR_CORONCAL,FAST,F1000W,,,MIRIMAGE,MASK1550
725,MIR_CORONCAL,FAST,F1500W,,,MIRIMAGE,MASK1550
726,MIR_CORONCAL,FAST,FND,,,MIRIMAGE,MASK1550
727,MIR_CORONCAL,FAST,F1065C,,,MIRIMAGE,MASK1550
728,MIR_CORONCAL,FAST,F1140C,,,MIRIMAGE,MASK1550
729,MIR_CORONCAL,FAST,F1550C,,,MIRIMAGE,MASK1550
730,MIR_CORONCAL,FAST,F560W,,,MIRIMAGE,MASKLYOT
731,MIR_CORONCAL,FAST,F1000W,,,MIRIMAGE,MASKLYOT
732,MIR_CORONCAL,FAST,F1500W,,,MIRIMAGE,MASKLYOT
733,MIR_CORONCAL,FAST,FND,,,MIRIMAGE,MASKLYOT
734,MIR_CORONCAL,FAST,F1065C,,,MIRIMAGE,MASKLYOT
735,MIR_CORONCAL,FAST,F1140C,,,MIRIMAGE,MASKLYOT
736,MIR_CORONCAL,FAST,F1550C,,,MIRIMAGE,MASKLYOT
737,MIR_CORONCAL,FAST,F2300C,,,MIRIMAGE,MASKLYOT
738,MIR_LYOT,FAST,F2300C,,,MIRIMAGE,MASKLYOT
739,MIR_LYOT,FASTGRPAVG,F2300C,,,MIRIMAGE,MASKLYOT
740,MIR_4QPM,FAST,F1065C,,,MIRIMAGE,MASK1065
741,MIR_4QPM,FAST,F1140C,,,MIRIMAGE,MASK1140
742,MIR_4QPM,FAST,F1550C,,,MIRIMAGE,MASK1550
743,MIR_4QPM,FASTGRPAVG,F1065C,,,MIRIMAGE,MASK1065
744,MIR_4QPM,FASTGRPAVG,F1140C,,,MIRIMAGE,MASK1140
745,MIR_4QPM,FASTGRPAVG,F1550C,,,MIRIMAGE,MASK1550
746,MIR_TACQ,FAST,F560W,,,MIRIMAGE,FULL
747,MIR_TACQ,FAST,F560W,,,MIRIMAGE,SLITLESSPRISM
748,MIR_TACQ,FAST,F560W,,,MIRIMAGE,MASK1065
749,MIR_TACQ,FAST,F560W,,,MIRIMAGE,MASK1140
750,MIR_TACQ,FAST,F560W,,,MIRIMAGE,MASK1550
751,MIR_TACQ,FAST,F560W,,,MIRIMAGE,MASKLYOT
752,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,FULL
753,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,SLITLESSPRISM
754,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,MASK1065
755,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,MASK1140
756,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,MASK1550
757,MIR_TACQ,FAST,F1000W,,,MIRIMAGE,MASKLYOT
758,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,FULL
759,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,SLITLESSPRISM
760,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,MASK1065
761,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,MASK1140
762,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,MASK1550
763,MIR_TACQ,FAST,F1500W,,,MIRIMAGE,MASKLYOT
764,MIR_TACQ,FAST,FND,,,MIRIMAGE,FULL
765,MIR_TACQ,FAST,FND,,,MIRIMAGE,SLITLESSPRISM
766,MIR_TACQ,FAST,FND,,,MIRIMAGE,MASK1065
767,MIR_TACQ,FAST,FND,,,MIRIMAGE,MASK1140
768,MIR_TACQ,FAST,FND,,,MIRIMAGE,MASK1550
769,MIR_TACQ,FAST,FND,,,MIRIMAGE,MASKLYOT
770,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,FULL
771,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,SLITLESSPRISM
772,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,MASK1065
773,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,MASK1140
774,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,MASK1550
775,MIR_TACQ,FASTGRPAVG,F560W,,,MIRIMAGE,MASKLYOT
776,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,FULL
777,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,SLITLESSPRISM
778,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,MASK1065
779,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,MASK1140
780,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,MASK1550
781,MIR_TACQ,FASTGRPAVG,F1000W,,,MIRIMAGE,MASKLYOT
782,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,FULL
783,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,SLITLESSPRISM
784,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,MASK1065
785,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,MASK1140
786,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,MASK1550
787,MIR_TACQ,FASTGRPAVG,F1500W,,,MIRIMAGE,MASKLYOT
788,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,FULL
789,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,SLITLESSPRISM
790,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,MASK1065
791,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,MASK1140
792,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,MASK1550
793,MIR_TACQ,FASTGRPAVG,FND,,,MIRIMAGE,MASKLYOT
794,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,FULL
795,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,SLITLESSPRISM
796,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,MASK1065
797,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,MASK1140
798,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,MASK1550
799,MIR_TACQ,FASTGRPAVG8,F560W,,,MIRIMAGE,MASKLYOT
800,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,FULL
801,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,SLITLESSPRISM
802,MIR_TACQ,FASTGRPAVG8,F1000W,,,MIRIMAGE,MASK1065
